Review Title,Review DOI,Reviewer Surname,Reviewer Given Name,Reviewer ORCID,Reviewer Affiliations,Review Status,Review,Day,Month,Year,Review published,pmcid,f1000_type,pmid,doi,title,First Publication of Article,article_type
Referee response for version 1,10.21956/wellcomeopenres.13132.r26084,Tolchin,Benjamin,https://orcid.org/0000-0002-9099-0022,"1Department of Neurology, Yale University School of Medicine, New Haven, CT, USA",approve-with-reservations,"This is a qualitative study exploring how people with non-epileptic seizures (NES, also known as psychogenic non-epileptic seizures [PNES] or non-epileptic attack disorder [NEAD]) experience interactions with healthcare professionals. It is an extremely valuable contribution to an existent but very limited literature describing the experience of living with NES. The authors utilize free-text responses to an anonymous web-based survey from 135 subjects who reported receiving a diagnosis of NES made by a health professional. Among 86 items on the survey, subjects were prompted to “think about the single worst interaction you have had with a health professional about NES” and to write about “what you disliked about the interaction.” Subjects’ responses to these prompts and to a more general question (“is there anything else you would like to tell us about your experiences”) formed the basis for the qualitative data. The authors then used a thematic discourse analysis approach to generate six key themes such as negative and disrespectful encounters, lack of knowledge and awareness, illegitimate patients, etc. The survey results and analysis are clinically relevant and important in that they give a detailed and very consistent picture of the substantial pain and humiliation experienced by persons with NES in their interactions with medical providers – especially neurologists and emergency medicine providers. The analysis also highlight specific behaviors and communication styles that contribute to patients’ suffering. As a practicing neurologist the quotations were frankly painful to read because they reflected the hurt inflicted by behaviors I have often witnessed or heard discussed and sometimes performed myself. Neurologists, emergency medicine physicians, and other healthcare providers and trainees can gain invaluable insight into their patients’ perspectives from this study and may concretely modify their actions and communication strategies as a result. Having said this, there are several methodological concerns that raise questions about the validity and interpretation of the data. I have marked particularly concerning issues with an asterisk. *1) The main inclusion criterion was having received a diagnosis of NES from a health professional. There was no requirement that subjects have a diagnosis of documented NES confirmed by video-EEG capture of typical events, with review by neurologists experienced in the diagnosis of epilepsy and NES, as per requirements published by the International League Against Epilepsy (ILAE)
1. Studies demonstrate that experienced neurologists make errors in discriminating epileptic seizures from NES based on visual inspection of the seizure alone without EEG confirmation, and other medical providers have substantially lower discrimination for NES, approaching chance in some cases
2. Eighty-five percent of subjects in the study reported a “formal (certain or highly likely) diagnosis of NES” but it is not clear that these subjects were diagnosed in accordance with ILAE standards. 2) Subjects were recruited through advertisements to NES support groups to participate in an anonymous online survey. There was no verification that respondents actually met the limited inclusion criteria described above. The authors acknowledge this limitation. They argue “recent reviews suggest health data can be collected with equal or… better reliability in Web-based questionnaires compared to traditional approaches.” Citations should be given here. Additionally, the diagnosis of NES is notoriously complex and difficult, subject to confusion and error at many steps. As such there is a legitimate question as to how many subjects actually had NES. 3) Similarly there could be no verification of subjects’ reported experiences. While some of the reported interactions are very plausible, others sound like the subjects may be interpreting or elaborating dismissive but less dramatically offensive behavior on the part of a provider (“he laughed in my face at the diagnosis of FND,” “I can remember her just standing over me… shouting ‘get up you are wasting my time, why do I have to put up with patients like you’”). There is great value in these reports because they illustrate the subjects’ perceptions and suffering, but it’s questionable whether they should be interpreted literally. The authors generally discuss the responses as illustrations of patients’ perceptions but on occasion appear to interpret reports literally (“participants recount practitioner conduct that defies all ethical and professional obligations and standards; and which has not been previously reported in the literature to our knowledge”). 4) There is a (perhaps understandable) lack of attention to the motivations and subjective experiences of the providers involved in the reported interactions. Some of the most disturbing quotations describe emergency medicine (EM) physicians apparently physically torturing subjects, and then crowing that the subjects are “faking” when they respond to physical discomfort (“He stabbed my arms with a needle whilst I was paralyzed to prove I was faking…. He kept telling me I was faking”). The context behind such encounters is that EM physicians need to determine within 5 minutes whether a patient with ongoing seizure activity is in status epilepticus (a life-threatening condition which should be aggressively treated with potentially dangerous sedative medications, possibly leading to intubation and iatrogenic injury or death) or NES (which should not be treated with medications). Unlike neurologists in epilepsy monitoring units, EM physicians must usually make this determination without the aid of EEG monitoring. As a result they often resort to noxious stimuli (sternal rub, nailbed pressure) in an attempt to get an accurate measure of responsiveness. While stabbing a patient with a needle is almost certainly unnecessary (and a diagnosis of NES should not be equated with faking), such behavior is often motivated by concern for the patient’s life rather than a desire to trick the patient. It is invaluable for physicians to understand how patients perceive this behavior, but it also important for patients and researchers to understand the perceptions and motivations of healthcare providers. Increasing communication between patients and providers and between disciplines, as exemplified by this study, may aid in both goals. *5) The lack of a control group raises an important question: how different -- how much worse – were the experiences of the subjects in comparison to the experiences of patients with other chronic illnesses? Were researchers to prompt groups of patients with other chronic illnesses to think of their worst healthcare experiences, it seems likely that many would recount truly horrific experiences. A control group with a different chronic illness would add a great deal to the interpretation of the subjects’ responses, and failing that a direct comparison by the authors to similar web surveys of different patient groups would be helpful. *6) The respondents to the survey are very likely biased toward those with more negative experiences, whereas those without intense negative experiences would presumably have less motivation to complete a lengthy and uncompensated online survey. The authors appropriately identify this likely bias as a limitation. Overall, these concerns are largely addressable and the study provides very important insights into patients’ experience of NES and health provider behavior. I therefore approve this study with reservations.I have read this submission. I believe that I have an appropriate level of expertise to confirm that it is of an acceptable scientific standard, however I have significant reservations, as outlined above.",28,9,2017,2017-9-28,PMC5664997,Research Article,29152594,10.12688/wellcomeopenres.12133.2,""" Blaming, shaming, humiliation"": Stigmatising medical interactions among people with non-epileptic seizures.",2017-10-24,research-article; journal article; 
NA,NA,Robson,Catherine,NA,"University of Tromsø, Norway",NA,"We would like to thank the reviewers for their insightful comments; which have added more depth, substance and clarity to this paper. We are especially pleased that reviewers from different disciplines and areas of practice (a GP, neurologist and social scientist) took the time to thoughtfully review our work – and we sincerely thank you. We address the comments in turn below, removing some background text that did not require action.Benjamin Tolchin, Department of Neurology, Yale University School of Medicine, New Haven, CT, USA   *1) The main inclusion criterion was having received a diagnosis of NES from a health professional. There was no requirement that subjects have a diagnosis of documented NES confirmed by video-EEG capture of typical events, with review by neurologists experienced in the diagnosis of epilepsy and NES, as per requirements published by the International League Against Epilepsy (ILAE)
1. Studies demonstrate that experienced neurologists make errors in discriminating epileptic seizures from NES based on visual inspection of the seizure alone without EEG confirmation, and other medical providers have substantially lower discrimination for NES, approaching chance in some cases
2. Eighty-five percent of subjects in the study reported a “formal (certain or highly likely) diagnosis of NES” but it is not clear that these subjects were diagnosed in accordance with ILAE standards. Relevant text and additional citations added to the first paragraph of the Strengths & limitations section. 2) Subjects were recruited through advertisements to NES support groups to participate in an anonymous online survey. There was no verification that respondents actually met the limited inclusion criteria described above. The authors acknowledge this limitation […] Additionally, the diagnosis of NES is notoriously complex and difficult, subject to confusion and error at many steps. As such there is a legitimate question as to how many subjects actually had NES. As per above, text and citations added to the first paragraph of the Strengths & limitations section. They argue “recent reviews suggest health data can be collected with equal or… better reliability in Web-based questionnaires compared to traditional approaches.” Citations should be given here. Apologies. Text elaborated on and citations added. 3) Similarly there could be no verification of subjects’ reported experiences. While some of the reported interactions are very plausible, others sound like the subjects may be interpreting or elaborating dismissive but less dramatically offensive behavior on the part of a provider (“he laughed in my face at the diagnosis of FND,” “I can remember her just standing over me… shouting ‘get up you are wasting my time, why do I have to put up with patients like you’”). There is great value in these reports because they illustrate the subjects’ perceptions and suffering, but it’s questionable whether they should be interpreted literally. The authors generally discuss the responses as illustrations of patients’ perceptions but on occasion appear to interpret reports literally (“participants recount practitioner conduct that defies all ethical and professional obligations and standards; and which has not been previously reported in the literature to our knowledge”). We have added some text to the methods (analytical approach) section to clarify our position with regard to interpretation of participants’ reported experiences. Presented here for ease: “The purpose of the data analysis was to seek an interpretative understanding of participant’s stories (Weber, 1922), which means that they “hold truth in the sense that they allow us to understand reality from the point of view of the person expressing these comments” (De Maio, 2010, p.150). In line with this perspective, we do not question whether expressed experiences are right or wrong, good or bad”. Regarding the language used when interpreting participants texts, this ties into Pia Bülow’s comment, point three: so we address both together. The original wording in the discussion reflected analysing participant experiences according to their overarching narrative. We have edited relevant text and included words such as “perceive”, “depict”, “relate”, “recount”, etc. 4) There is a (perhaps understandable) lack of attention to the motivations and subjective experiences of the providers involved in the reported interactions. Some of the most disturbing quotations describe emergency medicine (EM) physicians apparently physically torturing subjects, and then crowing that the subjects are “faking” when they respond to physical discomfort (“He stabbed my arms with a needle whilst I was paralyzed to prove I was faking…. He kept telling me I was faking”). The context behind such encounters is that EM physicians need to determine within 5 minutes whether a patient with ongoing seizure activity is in status epilepticus (a life-threatening condition which should be aggressively treated with potentially dangerous sedative medications, possibly leading to intubation and iatrogenic injury or death) or NES (which should not be treated with medications). Unlike neurologists in epilepsy monitoring units, EM physicians must usually make this determination without the aid of EEG monitoring. As a result they often resort to noxious stimuli (sternal rub, nailbed pressure) in an attempt to get an accurate measure of responsiveness. While stabbing a patient with a needle is almost certainly unnecessary (and a diagnosis of NES should not be equated with faking), such behavior is often motivated by concern for the patient’s life rather than a desire to trick the patient. It is invaluable for physicians to understand how patients perceive this behavior, but it also important for patients and researchers to understand the perceptions and motivations of healthcare providers. Increasing communication between patients and providers and between disciplines, as exemplified by this study, may aid in both goals. We agree that EM staff are under a great deal of pressure to determine the nature of a seizure, and for very good reason. However, what is striking about our participants’ accounts in this context (as you picked up on) are the accompanied accusations of “faking” (and implied voluntary control). Indeed, the vast majority of related accounts include participants recalling being told they were “faking”. Notably, in our data some patients describe stimuli in acute contexts using ‘technical terms’, e.g. “sternum rub” and “pin prick test”; and appear aware of the need for and motivations behind these tests. What seems to agitate them is the accompanied accusations. There are then other accounts of ‘stimuli’ beyond the realm of medical necessity (“bent a pillow around my face”, “head hit”, etc.) As a side, we would also like to add that in terms of the extracts presented, we purposefully excluded some of the most dramatic to avoid appearing overly sensationalistic. So while we agree it is important that patients and researchers understand practitioner motivations in acute contexts (and we have added text to the discussion, bottom of “execution of disrespect section” to this affect), we believe the most important message here (for us to convey) is for health practitioners at the front line to reflect on the moral judgements they convey, and thoughtfully consider the potential consequences of their actions. In short, to do what is medically necessary but put an end to any moral blaming and accusations of “faking”. *5) The lack of a control group raises an important question: how different -- how much worse – were the experiences of the subjects in comparison to the experiences of patients with other chronic illnesses? Were researchers to prompt groups of patients with other chronic illnesses to think of their worst healthcare experiences, it seems likely that many would recount truly horrific experiences. A control group with a different chronic illness would add a great deal to the interpretation of the subjects’ responses, and failing that a direct comparison by the authors to similar web surveys of different patient groups would be helpful. This ties in with a comment made by Prof. Dowrick, and so we address both together. We have reflected on the possible similarities/differences between the negative experiences of people with NES and those reported by people with other MUPS, and have dedicated a paragraph to this in the Strengths and limitations section. We have now explicitly pointed out that the lack of a comparison group is a limitation of this study. *6) The respondents to the survey are very likely biased toward those with more negative experiences, whereas those without intense negative experiences would presumably have less motivation to complete a lengthy and uncompensated online survey. The authors appropriately identify this likely bias as a limitation. Although not appearing to require action, we agree, and have changed “possible bias” to “likely bias”.",13,10,2017,2017-10-13,PMC5664997,Research Article,29152594,10.12688/wellcomeopenres.12133.2,""" Blaming, shaming, humiliation"": Stigmatising medical interactions among people with non-epileptic seizures.",2017-10-24,research-article; journal article; 
Referee response for version 1,10.21956/wellcomeopenres.13132.r24462,Dowrick,Christopher,https://orcid.org/0000-0002-4245-2203,"1Institute of Psychology Health and Society, University of Liverpool, Liverpool, UK",approve-with-reservations,"This is a valuable contribution to the limited literature on the experience of patients with non-epileptic seizures (NES) in their encounters with health care professionals - encounters which are known to often be a source of mutual frustration. The authors explore data provided by 135 respondents to an online survey about NES, focusing on responses to three question related to the respondent's 'single worst interaction' with a health professional. Taking a thematic discourse analytic approach, they identify six key themes, including lack of knowledge and respect, disregard of experience and patient-blaming, and conclude that these encounters are typified by negative normative judgements on the part of health professionals, leading to a sense of humiliation and stigma on the part of patients with NES. The authors reasonably describe the potential limitations of online survey responses, including self-selection biases, and note that most respondents were women from UK or USA. As balance, they note emerging evidence for the utility of online surveys, including allowing respondents time for reflection.  They also explain why the confidential nature of the survey restrict their ability to offer all source material for independent scrutiny. The authors' findings and conclusions have authenticity. They should provide useful material - inter alia - for education and training of health professionals, especially for those working in accident and emergency departments who are the most common professional group involved in these negative encounters. The paper could be strengthened in two ways:
It would be helpful to know more about the intentions, content and structure of the 86-item survey from which these three questions were drawn, in order to better understand their context. For example, were there also questions about 'single best interaction' or about other positive or neutral experiences? It would also be useful to know what further analyses of the full dataset are being considered or planned.When setting this study in the context of existing literature, the authors could also usefully make reference to the broader literature on health encounters involving contested/medically unexplained symptoms (e.g. Peters
et al., 2009
1, Dowrick
et al., 2008
2).  They might also reflect and comment on whether they consider the negative experiences of patients with NES to be similar to those reported in these commonly distressing encounters, or whether they have important elements which make them unique.
I have read this submission. I believe that I have an appropriate level of expertise to confirm that it is of an acceptable scientific standard, however I have significant reservations, as outlined above.",25,7,2017,2017-7-25,PMC5664997,Research Article,29152594,10.12688/wellcomeopenres.12133.2,""" Blaming, shaming, humiliation"": Stigmatising medical interactions among people with non-epileptic seizures.",2017-10-24,research-article; journal article; 
NA,NA,Robson,Catherine,NA,"University of Tromsø, Norway",NA,"Dear Professor Dowrick, Firstly, our apologies for not responding sooner. The first author has recently moved countries, and has had to attend to a host of family and job matters. Thank you for your thoughtful consideration of the paper, and for your constructive comments. For expediency, we will address these after we receive the second peer review.  Best wishes, Catherine and Olaug.",15,9,2017,2017-9-15,PMC5664997,Research Article,29152594,10.12688/wellcomeopenres.12133.2,""" Blaming, shaming, humiliation"": Stigmatising medical interactions among people with non-epileptic seizures.",2017-10-24,research-article; journal article; 
NA,NA,Robson,Catherine,NA,"University of Tromsø, Norway",NA,"We would like to thank the reviewers for their insightful comments; which have added more depth, substance … and clarity to this paper. We are especially pleased that reviewers from different disciplines and areas of practice (a GP, neurologist and social scientist) took the time to thoughtfully review our work – and we sincerely thank you. We address the comments in turn below, removing some background text that did not require action. Christopher Dowrick, Institute of Psychology Health and Society, University of Liverpool, Liverpool, UK   1.It would be helpful to know more about the intentions, content and structure of the 86-item survey from which these three questions were drawn, in order to better understand their context. For example, were there also questions about 'single best interaction' or about other positive or neutral experiences?  We have added more explanatory text about the overall research project to the Methods section; discussing the overall aims and the final key themes survey data were organised around. We briefly mentioned other relevant survey questions (e.g. “single best interaction”) in the Strengths and limitations section, but have elaborated this to make it clearer. This includes adding a reference to a paper that incorporates this data: Lian, O.S. and C. Robson, Socially constructed and structurally conditioned conflicts in territories of medical uncertainty,
Social Theory & Health, (under review). 1B.       It would also be useful to know what further analyses of the full dataset are being considered or planned. With reference to the response above, we have also added some additional text to the Methods section that explains other aspects of the data we broadly aim to examine. For your information (we have not included this in the main text as the paper is running rather long – but hope interested parties can read our response here) further analyses in progress include: A statistical analysis of data from (n=115) participants who provided socio-demographic and health-related data and completed a series of questions investigating their HRQoL (QOLIE-31) and stigma perceptions (10-item Epilepsy Stigma Scale). The paper, “Health related quality of life of people with non-epileptic seizures: the role of socio-demographic characteristics and stigma”, is currently under review
(Seizure).
 Two postgraduate (Clinical Psychology) students at the University of Pretoria, South Africa are using data to explore: Dissertation title: The perceived effect of different treatment approaches on the health related quality of life (HRQoL) of patients with psychogenic non-epileptic seizures (PNES). Research question: What is the perceived effect of different treatment approaches on the HRQoL (measured using the QUOLIE-31) of patients with PNES? Dissertation title: The Perceived Impact of Different Treatment Approaches on Stigma in Patients with Psychogenic Non-Epileptic Seizures (PNES) Based on Data Collected from Online Support Groups in America, Australia, and Europe. Research Question: What is the perceived impact of different treatment approaches on stigma (measured using the epilepsy stigma scale) in patients with PNES? The first author (and possibly the second) also plan two further papers from the data:  
A mixed method study exploring the diagnostic journey, with a focus on the presentation and acceptability of aetiological explanations.A qualitative study examining responses to questions asked under the ‘social support and social stigma’ theme (focus undecided at present). 2.When setting this study in the context of existing literature, the authors could also usefully make reference to the broader literature on health encounters involving contested/medically unexplained symptoms (e.g. Peters 
et al., 2009, Dowrick 
et al., 2008).  2B.       They might also reflect and comment on whether they consider the negative experiences of patients with NES to be similar to those reported in these commonly distressing encounters, or whether they have important elements which make them unique. We have reflected on the possible similarities/differences between the negative experiences of people with NES and those reported by people with other MUPS (including the references you mention), and have dedicated a paragraph to this in the Strengths and limitations section.",13,10,2017,2017-10-13,PMC5664997,Research Article,29152594,10.12688/wellcomeopenres.12133.2,""" Blaming, shaming, humiliation"": Stigmatising medical interactions among people with non-epileptic seizures.",2017-10-24,research-article; journal article; 
Referee response for version 2,10.21956/wellcomeopenres.14023.r27063,Taylor,Sarah Elizabeth,https://orcid.org/0000-0002-9714-8495,"1The Royal (Dick) School of Veterinary Studies, University of Edinburgh, Edinburgh, UK",approve,The authors have responded to comments from both reviewers and adjusted the manuscript accordingly such that a decision of approve can be made.I have read this submission. I believe that I have an appropriate level of expertise to confirm that it is of an acceptable scientific standard.,27,10,2017,2017-10-27,PMC5664983,Research Article,29152595,NA,Identification of Equid herpesvirus 2 in tissue-engineered equine tendon.,2017-10-17,research-article; journal article; 
Referee response for version 2,10.21956/wellcomeopenres.14023.r27062,Hannant,Duncan,https://orcid.org/0000-0003-0792-7418,"1School of Veterinary Medicine and Science, University of Nottingham, Loughborough, UK",approve,The authors have taken attention of both reviewers’ comments. The paper status satisfies my recommendation of being accepted.I have read this submission. I believe that I have an appropriate level of expertise to confirm that it is of an acceptable scientific standard.,25,10,2017,2017-10-25,PMC5664983,Research Article,29152595,NA,Identification of Equid herpesvirus 2 in tissue-engineered equine tendon.,2017-10-17,research-article; journal article; 
Referee response for version 1,10.21956/wellcomeopenres.13180.r26237,Taylor,Sarah Elizabeth,https://orcid.org/0000-0002-9714-8495,"1The Royal (Dick) School of Veterinary Studies, University of Edinburgh, Edinburgh, UK",approve-with-reservations,"""This study suggests that a primary viral infection coupled with subsequent bacterial infection leads to catastrophic musculoskeletal infection and death"" Please clarify that this is the study on broiler hens and not the current work. It is not clear from the current work what statistical tests were carried out in the programmes described in the materials and methods. Were any of the RNA seq hits for the latency associated transcript RNA? The specific PCR for EHV2 on tendon tissue did not find any viral DNA however can this test confirm lack of presence of latency associated transcript RNA? Was there any RNA from the virus infected tenocytes left over for analysis? Did the authors collect these tenocytes from tissue that was known to be septic antemortem? I wonder if this statement is a jump too far?I have read this submission. I believe that I have an appropriate level of expertise to confirm that it is of an acceptable scientific standard, however I have significant reservations, as outlined above.",9,10,2017,2017-10-9,PMC5664983,Research Article,29152595,NA,Identification of Equid herpesvirus 2 in tissue-engineered equine tendon.,2017-10-17,research-article; journal article; 
NA,NA,Peffers,Mandy,NA,University of Liverpool,NA,"ReviewerThis study suggests that a primary viral infection coupled with subsequent bacterial infection leads to catastrophic musculoskeletal infection and death"" Please clarify that this is the study on broiler hens and not the current work.ResponseWe have amended the manuscript to clarify that this was indeed in broiler hens.ReviewerIt is not clear from the current work what statistical tests were carried out in the programmes described in the materials and methods.ResponseWe have amended the manuscript to clarify that these statistical tests relate to the hydroxyproline assay.ReviewerWas there any RNA from the virus infected tenocytes left over for analysis?ResponseAll the RNA samples were used in the studies pertaining to this manuscript.ReviewerDid the authors collect these tenocytes from tissue that was known to be septic antemortem? I wonder if this statement is a jump too far.ResponseAll samples were grossly normal on collection. Hospital derived samples showed no signs of sepsis.ReviewerWere any of the RNA seq hits for the latency associated transcript RNA?ResponseTwo different types of mapping were undertaken. Firstly a megablast run against the entire nt database to get taxonomic information, and  secondly a blastx run against a database  created of all know ERV genes in animals from NCBI. Therefore the’ latency associated transcripts’ (only appear to be sequences for these in humans in NCBI) would not have been included. We assessed the two sequences in NCBI that result from a search for 'latency associated transcript and herpes' and ran a blastx for both samples against these. Neither resulted in any significant hits.  Thus whilst latency associated transcripts cannot be ruled out with data currently available this is unlikely. A more in-depth analysis than this would require further research in latency associated transcripts linked to herpes in other animals and is beyond the scope of this paper.  We have amended the manuscript accordingly.ReviewerThe specific PCR for EHV-2 on tendon tissue did not find any viral DNA however can this test confirm lack of presence of latency associated transcript RNA?ResponseThe reviewer is correct in their assumption. We have amended the manuscript.",13,10,2017,2017-10-13,PMC5664983,Research Article,29152595,NA,Identification of Equid herpesvirus 2 in tissue-engineered equine tendon.,2017-10-17,research-article; journal article; 
Referee response for version 1,10.21956/wellcomeopenres.13180.r24795,Hannant,Duncan,https://orcid.org/0000-0003-0792-7418,"1School of Veterinary Medicine and Science, University of Nottingham, Loughborough, UK",approve-with-reservations,"This is a very well executed study carried out with high level of rigour to define and describe the findings of EHV-2 in equine tendon cells. There is one important aspect which potentially confounds the interpretation of the data. The authors refer to the possibilities of some contamination of samples and tissue culture reagents as a possible source of EHV-2 virus and PCR products in tendon cells and provide a good argument to discount these. However, one aspect is not fully considered in their justification of this potentially novel finding. There have been many published papers describing equine gammaherpes viruses in PBMC and several tissues/organs in both foals and adult horses. EHV-2 is ubiquitous in horses and virus and viral genes are commonly found. For example, Torfason et al.
1 described detection of EHV-2 and EHV-5 in PBMC and a selection of tissues in about 80% of the animals they examined using co-cultivation methods to demonstrate infectious replicating virus. EHV-2 is common in foals but these observations were also made in older horses on this occasion. As with other gammaherpes viruses, EHV-2 is known to be latent in B lymphocytes (Drummer et al.
2) and these latent viruses were re-activated and identified by co-cultivation methods. These and other findings strongly suggest that EHV-2 virus or cells containing EHV-2 genes would have been present in a high proportion of tissue samples taken from horses for this study. Many samples were from slaughterhouse materials but even so, it would have been very difficult to remove tendon tissues from horses without significant contamination by infected (or latently-infected) cells.  These possibilities should be discussed fully in the paper. It is possible also that cell-to-cell contact of infected PBMC or other donor cells with tenocytes is the route of infection of the latter in vivo. This would be perfectly acceptable as a method by which EHV-2 genes and virus were detected in cultured tenocytes. The fact that the authors detected virus in only 2 of the 13 samples might also be worthy of note, considering that this virus is so ubiquitous.   Do the authors know if the positive samples were from old or young horses? The considerations above do not detract from the findings that equine tendon cells may contain EHV-2 and that this might have implications for use of these cells therapeutically to treat tendinopathy. The contention is that the paper should discuss the findings in relation to published papers such as those indicated above and the potential likelihood of this finding not being unexpected.I have read this submission. I believe that I have an appropriate level of expertise to confirm that it is of an acceptable scientific standard, however I have significant reservations, as outlined above.",29,8,2017,2017-8-29,PMC5664983,Research Article,29152595,NA,Identification of Equid herpesvirus 2 in tissue-engineered equine tendon.,2017-10-17,research-article; journal article; 
NA,NA,Peffers,Mandy,NA,University of Liverpool,NA,The authors appreciate the comments made by the reviewer. We have taken on board their concerns and amended the manuscript accordingly to include discussion of other possible reasons for the findings of EHV-2 in equine tenocytes.,13,10,2017,2017-10-13,PMC5664983,Research Article,29152595,NA,Identification of Equid herpesvirus 2 in tissue-engineered equine tendon.,2017-10-17,research-article; journal article; 
Referee response for version 2,10.21956/wellcomeopenres.13868.r26825,Benham,Adam M.,https://orcid.org/0000-0002-0919-7431,"1Department of Biosciences, Durham University, Durham, UK",approve,The authors have included new data (Figure 5 of the revised manuscript) and controls to strengthen the work and have provided an acceptable rebuttal to the points raised in review.I have read this submission. I believe that I have an appropriate level of expertise to confirm that it is of an acceptable scientific standard.,17,10,2017,2017-10-17,PMC5645705,Research Article,29062910,10.12688/wellcomeopenres.11764.2,Inhibition of IRE1α-mediated XBP1 mRNA cleavage by XBP1 reveals a novel regulatory process during the unfolded protein response.,2017-10-09,research-article; journal article; 
Referee response for version 2,10.21956/wellcomeopenres.13868.r26824,Marciniak,Stefan J.,https://orcid.org/0000-0001-8472-7183,"1Cambridge Institute for Medical Research, University of Cambridge, Cambridge, UK",approve,The authors have now performed the main experiment suggested in my review. This shows that expression of exogenous XBP1s suppresses the splicing of endogenous XBP1 mRNA without having a detectable effect on the activation of PERK. This answers my concern and so I am satisfied to recommend acceptance.I have read this submission. I believe that I have an appropriate level of expertise to confirm that it is of an acceptable scientific standard.,9,10,2017,2017-10-9,PMC5645705,Research Article,29062910,10.12688/wellcomeopenres.11764.2,Inhibition of IRE1α-mediated XBP1 mRNA cleavage by XBP1 reveals a novel regulatory process during the unfolded protein response.,2017-10-09,research-article; journal article; 
Referee response for version 1,10.21956/wellcomeopenres.12708.r23238,Benham,Adam M.,https://orcid.org/0000-0002-0919-7431,"1Department of Biosciences, Durham University, Durham, UK",approve-with-reservations,"This is an interesting report suggesting that novel feedback mechanisms exist to control ER stress responses in mammalian cells. The finding that exogenous XBP1 can repress the splicing of endogenous XBP1 without repressing PERK is noteworthy and suggests ways that in future, manipulation of individual branches of the UPR pathway could be used to target protein misfolding in disease, or to harness the ER more efficiently for the production of recombinant proteins. The paper is clearly written and the interpretation of the results is sound, although there are some aspects of the work that should be followed up. In Figure 1 (lane 4), there appear to be weak protein bands induced at 75 kD and 100 kD that react with the XBP1 antisera. Since these bands do not appear in the non-induced lysates, they may be specific. It would be interesting, therefore, to determine XBP1 expression and antibody reactivity in CHO-S XB cells induced with doxycycline and then treated +/- ER stress. The authors state that “as the mechanism for PERK and Ire1 activation requires BiP dissociation it seems unlikely that the absence of Ire1activation is due to increased levels of BiP.” This assertion could be directly tested by examining what happens to BiP mRNA and protein levels in the overexpressing cells versus control cells (+/- ER stress). In Figure 4, the experiments have been performed only once and the results, whilst clear, cannot be analysed statistically and are therefore somewhat preliminary. I would like to see the experiments in Figure 4 repeated, including a loading/blotting control for Figure 4C.  In Figure 4A, the flow cytometry data suggesting that ER expansion has occurred in the CHOS-XB cells is indirect, as the intracellular distribution of the dye may be influenced by stress responses. Taking this work forward in the future, it will be important to quantitate ER expansion directly e.g. in an adherent cell line, where ER shape and size can be assessed by confocal or electron microscopy.I have read this submission. I believe that I have an appropriate level of expertise to confirm that it is of an acceptable scientific standard, however I have significant reservations, as outlined above.",26,6,2017,2017-6-26,PMC5645705,Research Article,29062910,10.12688/wellcomeopenres.11764.2,Inhibition of IRE1α-mediated XBP1 mRNA cleavage by XBP1 reveals a novel regulatory process during the unfolded protein response.,2017-10-09,research-article; journal article; 
NA,NA,Bulleid,Neil,NA,"University of Glasgow, UK",NA,We thank the referee for insightful comments.  We are currently carrying out further experimentation to address the concerns.,27,6,2017,2017-6-27,PMC5645705,Research Article,29062910,10.12688/wellcomeopenres.11764.2,Inhibition of IRE1α-mediated XBP1 mRNA cleavage by XBP1 reveals a novel regulatory process during the unfolded protein response.,2017-10-09,research-article; journal article; 
NA,NA,Bulleid,Neil,NA,"University of Glasgow, UK",NA,"We thank the reviewer for his comments. We have now submitted a revised version of the paper and address the reveiwer's comments below. 
The weak protein bands seen in figure 1 that have a slower modility than XBP1 are indeed only present in the induced sample and are identifed with the antibody as contaning XBP1. It has been show previously that XBP1 can be modified by SUMOylation so we presume that these additional protein bands are due to this modification. We include a sentence in the results to suggest this possibility.The differential effect of exogenously expressed XBP1 has now been tested by determining the effect of a range of tunicamycin concentrations on XBP1 splicing or PERK activation. This additional experiment indicates that Ire1 is activated and as sensitive to UPR inducers in the presence of exogenous XBP1 as in its absence, but its splicing activity is dramatically repressed. This results does not address the consequence of BiP dissociation from Ire1 or PERK directly but it clarifies that there is a supression of activity rather than activation. We have now carried out a repeat of Figure 4C with a loading control. (see ORF (DOI: 10.17605/OSF.Io/BGCDE;)We note the suggestion by the reviewer.
",28,9,2017,2017-9-28,PMC5645705,Research Article,29062910,10.12688/wellcomeopenres.11764.2,Inhibition of IRE1α-mediated XBP1 mRNA cleavage by XBP1 reveals a novel regulatory process during the unfolded protein response.,2017-10-09,research-article; journal article; 
