title,doi,tq,altmetric_jid,issns,journal,cohorts.pub,context.all.count,context.all.mean,context.all.rank,context.all.pct,context.all.higher_than,context.journal.count,context.journal.mean,context.journal.rank,context.journal.pct,context.journal.higher_than,context.similar_age_3m.count,context.similar_age_3m.mean,context.similar_age_3m.rank,context.similar_age_3m.pct,context.similar_age_3m.higher_than,context.similar_age_journal_3m.count,context.similar_age_journal_3m.mean,context.similar_age_journal_3m.rank,context.similar_age_journal_3m.pct,context.similar_age_journal_3m.higher_than,authors1,authors2,authors3,authors4,authors5,type,altmetric_id,schema,is_oa,cited_by_posts_count,cited_by_tweeters_count,cited_by_accounts_count,last_updated,score,history.1y,history.6m,history.3m,history.1m,history.1w,history.6d,history.5d,history.4d,history.3d,history.2d,history.1d,history.at,url,added_on,published_on,readers.citeulike,readers.mendeley,readers.connotea,readers_count,images.small,images.medium,images.large,details_url,pmid,pmc,tq1,tq2,tq3,cohorts.sci,abstract,authors,tq4,tq5,cohorts.com,authors6,authors7,authors8,authors9,cited_by_feeds_count,authors10,authors11,uri,authors12,authors13,authors14,authors15,authors16,authors17,authors18,authors19,authors20,authors21,cohorts.doc,cited_by_fbwalls_count,cited_by_msm_count,cited_by_gplus_count,authors22,authors23,authors24,cited_by_peer_review_sites_count,authors25,authors26,authors27,authors28,authors29,authors30,authors31,authors32,authors33,authors34,authors35,authors36,authors37,authors38,handles,handle,authors39,authors40,authors41,authors42,authors43,authors44,authors45,authors46,authors47,authors48,authors49,authors50,authors51,authors52,authors53,authors54,authors55,authors56,authors57,authors58,authors59,authors60,authors61
Blind testing cross-linking/mass spectrometry under the auspices of the 11th critical assessment of methods of protein structure prediction (CASP11),10.12688/wellcomeopenres.10046.1,NA,58060de0aee83e94258b4567,2398-502X,Wellcome Open Research,2,8324953,7.0165383958894,3461652,57,4818101,113,9.2194464285714,77,31,36,276851,12.043758324002,107874,60,166610,35,15.127235294118,26,25,9,Adam Belsom,Michael Schneider,Lutz Fischer,Mahmoud Mabrouk,Kolja Stahl,article,14615059,1.5.4,FALSE,4,3,3,1496760456,2.35,2.35,0.85,0,0,0,0,0,0,0,0,0,2.35,http://dx.doi.org/10.12688/wellcomeopenres.10046.1,1481296393,1481241600,0,3,0,3,https://badges.altmetric.com/?size=64&score=3&types=tttttttt,https://badges.altmetric.com/?size=100&score=3&types=tttttttt,https://badges.altmetric.com/?size=180&score=3&types=tttttttt,http://www.altmetric.com/details.php?citation_id=14615059,28317030,PMC5354267,Blind testing cross-linking/mass spectrometry under the auspices of the 11th critical assessment,Method Article on blind testing cross-linking/mass spectrometry under the auspices of #CASP11 #MassSpec,Method Article on blind testing cross-linking/mass spectrometry under the auspices of #CASP11,1,"Determining the structure of a protein by any method requires various contributions from experimental and computational sides. In a recent study, high-density cross-linking/mass spectrometry (HD-CLMS) data in combination with ab initio structure prediction determined the structure of human serum albumin (HSA) domains, with an RMSD to X-ray structure of up to 2.5 Å, or 3.4 Å in the context of blood serum. This paper reports the blind test on the readiness of this technology through the help of Critical Assessment of protein Structure Prediction (CASP). We identified between 201-381 unique residue pairs at an estimated 5% FDR (at link level albeit with missing site assignment precision evaluation), for four target proteins. HD-CLMS proved reliable once crystal structures were released. However, improvements in structure prediction using cross-link data were slight. We identified two reasons for this. Spread of cross-links along the protein sequence and the tightness of the spatial constraints must be improved. However, for the selected targets even ideal contact data derived from crystal structures did not allow modellers to arrive at the observed structure. Consequently, the progress of HD-CLMS in conjunction with computational modeling methods as a structure determination method, depends on advances on both arms of this hybrid approach.",NA,NA,NA,NA,Oliver Brock,Juri Rappsilber,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Quantification and determinants of the amount of respiratory syncytial virus (RSV) shed using real time PCR data from a longitudinal household study,10.12688/wellcomeopenres.10284.1,NA,NA,NA,Wellcome Open Research,3,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,Miriam Wathuo,Graham F. Medley,D. James Nokes,Patrick K. Munywoki,NA,article,14747789,1.5.4,FALSE,8,7,7,1481797607,5.25,5.25,0,0,0,0,0,0,0,0,0,0,5.25,http://dx.doi.org/10.12688/wellcomeopenres.10284.1,1481733950,1481673600,0,1,0,6,https://badges.altmetric.com/?size=64&score=6&types=tttttttt,https://badges.altmetric.com/?size=100&score=6&types=tttttttt,https://badges.altmetric.com/?size=180&score=6&types=tttttttt,http://www.altmetric.com/details.php?citation_id=14747789,28066826,NA,Article provides insight into groups of individuals with higher potential for transmitting #RSV h…,"@ReubenDerrick Hi Derrick, it's at the end of the tweet.",NA,4,"Background A better understanding of respiratory syncytial virus (RSV) epidemiology requires realistic estimates of RSV shedding patterns, quantities shed, and identification of the related underlying factors. Methods RSV infection data arise from a cohort study of 47 households with 493 occupants, in coastal Kenya, during the 2009/2010 RSV season. Nasopharyngeal swabs were taken every 3 to 4 days and screened for RSV using a real time polymerase chain reaction (PCR) assay. The amount of virus shed was quantified by calculating the 'area under the curve' using the trapezoidal rule applied to rescaled PCR cycle threshold output. Multivariable linear regression was used to identify correlates of amount of virus shed. Results The median quantity of virus shed per infection episode was 29.4 (95% CI: 15.2, 54.2) log10 ribonucleic acid (RNA) copies. Young age (<1 year), presence of upper respiratory symptoms, intra-household acquisition of infection, an individual's first infection episode in the RSV season, and having a co-infection of RSV group A and B were associated with increased amount of virus shed. Conclusions The findings provide insight into which groups of individuals have higher potential for transmission, information which may be useful in designing RSV prevention strategies.",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Effects of tranexamic acid on platelet function and thrombin generation (ETAPlaT): WOMAN trial sub-study,10.12688/wellcomeopenres.9964.1,NA,58060de0aee83e94258b4567,2398-502X,Wellcome Open Research,10,8282830,6.9841686085689,1025733,87,7255439,106,9.4045523809524,26,75,80,273702,12.15069883559,48599,82,224969,35,15.003705882353,13,62,22,Kastriot Dallaku,Haleema Shakur,Ian Roberts,Phil Edwards,Danielle Beaumont,article,14770581,1.5.4,FALSE,14,13,13,1488204545,8.65,8.65,0,0,0,0,0,0,0,0,0,0,8.65,http://dx.doi.org/10.12688/wellcomeopenres.9964.1,1481818645,1481760000,0,10,0,10,https://badges.altmetric.com/?size=64&score=9&types=tttttttt,https://badges.altmetric.com/?size=100&score=9&types=tttttttt,https://badges.altmetric.com/?size=180&score=9&types=tttttttt,http://www.altmetric.com/details.php?citation_id=14770581,28090594,NA,Our latest Study Protocol looks at the effect of tranexamic acid on platelet function and thrombin generation,Nice study protocol 4 #Tranexamic Acid #Platelet function / #thrombin generation #pph,@NATAforum tranexamic acid for obs pph too,NA,"Background. Postpartum haemorrhage (PPH) is a leading cause of maternal death. Tranexamic acid (TXA) has the potential to reduce bleeding and a large randomized placebo controlled trial of its effect in women with PPH (The WOMAN trial) is underway. TXA might also affect coagulation factors and platelets.  Objectives. To examine the effect of TXA on thrombin generation, platelet function, fibrinogen, D-dimer and coagulation factors in women with PPH.  Methods. We will conduct a sub-study within the WOMAN trial. Women with clinically diagnosed primary PPH after vaginal or caesarean delivery are eligible for inclusion. Blood samples will be collected at baseline and 30 minutes after the first dose of study treatment. Using platelet poor plasma we will measure thrombin generation, fibrinogen, D-dimer, factor V and VIII, and Von Willebrand factor. Platelet function will be evaluated in whole blood using Multiplate® tests. Outcomes. The primary outcome is the effect of TXA on thrombin generation. Secondary outcomes include the effect of TXA on platelet function, fibrinogen, D-dimer and coagulation factors.",NA,NA,NA,NA,Maria Delius,Braun Siegmund,Orion Gliozheni,Ilir Tasha,NA,Saimir Cenameri,Ulrich Mansmann,https://wellcomeopenresearch.org/articles/1-29/v1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,3,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Envy's pathology: Historical contexts,10.12688/wellcomeopenres.10415.1,NA,58060de0aee83e94258b4567,2398-502X,Wellcome Open Research,8,8683790,7.279099987565,1297056,85,7383613,154,8.7239346405229,47,69,107,292617,12.247423585859,61826,78,230549,32,11.942903225806,9,71,23,NA,NA,NA,NA,NA,article,15336566,1.5.4,FALSE,14,9,9,1496062875,7.05,7.05,0,0,0,0,0,0,0,0,0,0,7.05,http://dx.doi.org/10.12688/wellcomeopenres.10415.1,1483979895,1483920000,0,1,0,1,https://badges.altmetric.com/?size=64&score=8&types=tttttttt,https://badges.altmetric.com/?size=100&score=8&types=tttttttt,https://badges.altmetric.com/?size=180&score=8&types=tttttttt,http://www.altmetric.com/details.php?citation_id=15336566,NA,NA,"Envy's pathology: Historical contexts -Envy connoted harm, social strife, and disorder #earlymodern","#Envy was condemned as dangerous destructive, seen as a #disease and the envious person as a sufferer #emotions",Read our first #humanities article on the physicality of envy in early modern- eighteenth-century health contexts.,1,NA,Lina Minou,"A first for me, so very excited and intrigued to have published our first #humanities article","#Envy used to be associated with '#disease, enfeeblement of the body and, even, #death'. Research explains why",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Myeloid 12/15-LOX regulates B cell numbers and innate immune antibody levels <i>in vivo</i>,10.12688/wellcomeopenres.10308.1,NA,NA,NA,Wellcome Open Research,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,Sarah N. Lauder,Victoria J Tyrrell,Keith Allen-Redpath,Maceler Aldrovandi,David Gray,article,15230328,1.5.4,FALSE,1,1,1,1483547119,0.5,0.5,0,0,0,0,0,0,0,0,0,0,0.5,http://dx.doi.org/10.12688/wellcomeopenres.10308.1,1483547131,1483488000,0,1,0,1,https://badges.altmetric.com/?size=64&score=1&types=tttttttt,https://badges.altmetric.com/?size=100&score=1&types=tttttttt,https://badges.altmetric.com/?size=180&score=1&types=tttttttt,http://www.altmetric.com/details.php?citation_id=15230328,28239665,NA,NA,NA,NA,NA,"Background. The myeloid enzyme 12/15-lipoxygenase (LOX), which generates bioactive oxidized lipids, has been implicated in numerous inflammatory diseases, with several studies demonstrating an improvement in pathology in mice lacking the enzyme. However, the ability of 12/15-LOX to directly regulate B cell function has not been studied. Methods. The influence of 12/15-LOX on B cell phenotype and function, and IgM generation, was compared using wildtype (WT) and 12/15-LOX (Alox15(-/-)) deficient mice. The proliferative and functional capacity of splenic CD19(+) B cells was measured in vitro in response to various toll-like receptor agonists. Results. WT and Alox15(-/-) displayed comparable responses. However in vivo, splenic B cell numbers were significantly elevated in Alox15(-/-) mice with a corresponding elevation in titres of total IgM in lung, gut and serum, and lower serum IgM directed against the 12/15-LOX product, 12-hydroxyeicosatetraenoic acid-phosphatidylethanolamine (HETE-PE). Discussion. Myeloid 12/15-LOX can regulate B cell numbers and innate immune antibody levels in vivo, potentially contributing to its ability to regulate inflammatory disease. Furthermore, the alterations seen in 12/15-LOX deficiency likely result from changes in the equilibrium of the immune system that develop from birth. Further studies in disease models are warranted to elucidate the contribution of 12/15-LOX mediated alterations in B cell numbers and innate immune antibody generation to driving inflammation in vivo.",NA,NA,NA,NA,Peter Collins,Simon A Jones,Philip R Taylor,Valerie O'Donnell,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Cerebrospinal fluid markers to distinguish bacterial meningitis from cerebral malaria in children,10.12688/wellcomeopenres.11958.1,NA,58060de0aee83e94258b4567,2398-502X,Wellcome Open Research,7,8653205,7.2581407198912,1618300,81,7029665,148,8.9391972789116,65,56,83,244583,13.090297110989,61481,74,182753,39,7.7265789473684,16,58,23,James M. Njunge,Ian N. Oyaro,Nelson K. Kibinge,Martin K. Rono,Symon M. Kariuki,article,21488307,1.5.4,FALSE,15,10,11,1508525502,5.45,5.45,5.45,0.5,0,0,0,0,0,0,0,0,5.45,http://dx.doi.org/10.12688/wellcomeopenres.11958.1,1499083377,1499040000,0,0,0,0,https://badges.altmetric.com/?size=64&score=6&types=ttttttff,https://badges.altmetric.com/?size=100&score=6&types=ttttttff,https://badges.altmetric.com/?size=180&score=6&types=ttttttff,http://www.altmetric.com/details.php?citation_id=21488307,NA,NA,So many diagnostics are needed to give clinicians the safety net needed to feel comfortable reducing antibiotic prescript…,"CSF markers to distinguish bacterial meningitis. Njunge JM et al., published",I am published CSF markers to distinguish bacterial meningitis.... published,3,NA,NA,So many diagnostics are needed to give clinicians the safety net needed to feel comfortable reducing antibiotic prescriptions,NA,NA,Charles R. Newton,James A. Berkley,Evelyn N. Gitau,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
To 'take their place among the productive members of society': Vocational rehabilitation of WWI wounded at Erskine,10.12688/wellcomeopenres.10581.1,NA,58060de0aee83e94258b4567,2398-502X,Wellcome Open Research,1,8629935,7.2483186566574,6573843,13,1145991,146,9.003875862069,127,4,6,292604,12.371598288465,209149,17,51715,32,10.995612903226,28,6,2,NA,NA,NA,NA,NA,article,15540640,1.5.4,FALSE,5,1,1,1495123201,0.5,0.5,0,0,0,0,0,0,0,0,0,0,0.5,http://dx.doi.org/10.12688/wellcomeopenres.10581.1,1484657214,1484611200,0,1,0,1,https://badges.altmetric.com/?size=64&score=1&types=tttttttt,https://badges.altmetric.com/?size=100&score=1&types=tttttttt,https://badges.altmetric.com/?size=180&score=1&types=tttttttt,http://www.altmetric.com/details.php?citation_id=15540640,28286873,PMC5341767,Workshops provided an alternative environment of healing outside of the hospital wards #Rehabilitation #WW1,Vocational #rehabilitation programmes were culturally informed by concerns of the #military and civilians #WW1,Erskine provided 'lifelong #medical care to #amputees long after their stumps healed and #prosthetics were fitted',NA,"In 1916, the foundation of the Princess Louise Scottish Hospital for Limbless Sailors and Soldiers (still in existence today as Erskine), on the banks of the River Clyde in Scotland, was a direct response to the need for specialised medical facilities to deal with the unprecedented number of injured service personnel returning from the Great War. At the hospital, the West of Scotland medical and industrial communities came together to mend broken bodies with prosthetic technology, as well as physical and mental rehabilitation to prepare the limbless to re-enter the job market. This paper explores the establishment of manual therapy workshops at Erskine and how such programmes of vocational rehabilitation were culturally informed by the concerns and anxieties of both the military and civilian populations of the First World War-era.",Jennifer Novotny,#WW1 wounded #soldiers took part in workshops to enhance their trade skills while getting use to their #prosthetic,New #humanities research article explores the establishment of manual therapy workshops for WWI wounded at Erskine.,NA,NA,NA,NA,NA,NA,NA,NA,https://wellcomeopenresearch.org/articles/2-5/v1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Conventional NK cells and ILC1 are partially ablated in the livers of Ncr1iCreTbx21fl/fl mice,10.12688/wellcomeopenres.11741.2,V2 of our research note out,58060de0aee83e94258b4567,2398-502X,Wellcome Open Research,4,8539982,7.1575433394913,3415771,59,5096289,135,8.9340447761194,87,34,47,239599,13.053205878179,86028,63,152273,39,7.5718421052632,25,35,14,Antonia O. Cuff,Victoria Male,NA,NA,NA,article,21529493,1.5.4,FALSE,5,5,5,1505822986,2.75,2.75,2.75,0.75,0,0,0,0,0,0,0,0,2.75,http://dx.doi.org/10.12688/wellcomeopenres.11741.2,1499267633,1499212800,0,2,0,2,https://badges.altmetric.com/?size=64&score=3&types=tttttttt,https://badges.altmetric.com/?size=100&score=3&types=tttttttt,https://badges.altmetric.com/?size=180&score=3&types=tttttttt,http://www.altmetric.com/details.php?citation_id=21529493,28815219,PMC5543419,NA,NA,NA,1,"Mouse liver contains both Eomes-dependent conventional natural killer (cNK) cells and Tbet-dependent liver-resident type I innate lymphoid cells (ILC1). In order to better understand the role of ILC1, we attempted to generate mice that would lack liver ILC1, while retaining cNK, by conditional deletion of Tbet in NKp46+ cells. Here we report that the Ncr1 (iCre)Tbx21 (fl/fl) mouse has a roughly equivalent reduction in both the cNK and ILC1 compartments of the liver, limiting its utility for investigating the relative contributions of these two cell types in disease models. We also describe the phenotype of these mice with respect to NK cells, ILC1 and NKp46 (+) ILC3 in the spleen and small intestine lamina propria.",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
RNA substrate length as an indicator of exosome interactions in vivo,10.12688/wellcomeopenres.10724.2,Identify sites where long and short read populations yielded consistent mapping data #RNA #Exosome,58060de0aee83e94258b4567,2398-502X,Wellcome Open Research,2,8569995,7.1772966520083,6194466,24,2065570,140,8.7936115107914,116,15,21,239450,13.020706939682,158003,28,67423,39,8.0407894736842,35,7,3,Clémentine Delan-Forino,Claudia Schneider,David Tollervey,"Delan-Forino, Clémentine","Schneider, Claudia",article,21775954,1.5.4,FALSE,2,2,2,1501236722,0.75,0.75,0.75,0,0,0,0,0,0,0,0,0,0.75,http://dx.doi.org/10.12688/wellcomeopenres.10724.2,1499788896,1499040000,0,0,0,0,https://badges.altmetric.com/?size=64&score=1&types=tttttttt,https://badges.altmetric.com/?size=100&score=1&types=tttttttt,https://badges.altmetric.com/?size=180&score=1&types=tttttttt,http://www.altmetric.com/details.php?citation_id=21775954,28748221,PMC5500899,NA,NA,NA,NA,"Background: The exosome complex plays key roles in RNA processing and degradation in Eukaryotes and Archaea. Outstanding structural studies identified multiple pathways for RNA substrates into the exosome in vitro, but identifying the pathway followed by individual RNA species in vivo remains challenging. Methods: We attempted to address this question using RNase protection. In vivo RNA-protein crosslinking (CRAC) was applied to the exosome component Rrp44/Dis3, which has both endonuclease and exonuclease activity. During CRAC, the exosome was purified under native conditions and subjected to RNase digestion, prior to protein denaturation and cDNA cloning. The resulting high-throughput sequence reads were stratified by length of the cDNA sequence. This should reflect RNA fragment lengths, and therefore the RNA region that was protected by exosome binding. We anticipated major read lengths of ~30nt and ~10nt, reflecting the ""central channel"" and ""direct access"" routes to the Rrp44 exonuclease active site observed in vitro. Results: Unexpectedly, no clear peak was observed at 30nt, whereas a broad peak was seen around 20nt. The expected ~10nt peak was seen, and showed strong elevation in strains lacking exonuclease activity. Unexpectedly, this peak was suppressed by point mutations in the Rrp44 endonuclease active site. This indicates that the short fragments are degraded by the exonuclease activity of Rrp44, but also suggests that at least some may be generated by endonuclease activity. Conclusions: The absence of 30nt protected fragments may reflect obligatory binding of cofactors at the entrance to the exosome central channel in vivo. The presence of ~20nt fragments apparently indicates an access route not yet reported from in vitro studies. Confident mapping of 10nt reads is challenging, but they are clearly derived from a subset of exosome targets. In particular, pre-rRNA species, which are major exosome targets, are strongly disfavored for the generation of short reads.",NA,NA,NA,NA,"Tollervey, David",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
PhenoPlasm: a database of disruption phenotypes for malaria parasite genes,10.12688/wellcomeopenres.11896.1,NA,58060de0aee83e94258b4567,2398-502X,Wellcome Open Research,7,8619833,7.2417170780035,1556978,81,7058638,145,8.9827222222222,59,58,85,247199,13.072169669657,60217,75,186722,37,7.0488888888889,11,67,25,Theo Sanderson,Julian C. Rayner,"Sanderson, Theo","Rayner, Julian C.",NA,article,21225200,1.5.4,FALSE,15,9,9,1502715635,5.8,5.8,5.8,0,0,0,0,0,0,0,0,0,5.8,http://dx.doi.org/10.12688/wellcomeopenres.11896.1,1498059093,1498003200,2,6,0,8,https://badges.altmetric.com/?size=64&score=6&types=tttttttt,https://badges.altmetric.com/?size=100&score=6&types=tttttttt,https://badges.altmetric.com/?size=180&score=6&types=tttttttt,http://www.altmetric.com/details.php?citation_id=21225200,28748223,PMC5500895,"Thanks to our rapid reviewers, version 2 is out a month later with significant improvements. #OpenScience","Phenoplasm, database designed to reduce time reviewing literature by rapidly profiling established phenotypes",And the first review is out for all to see 8 days later. This is how science should work.,2,"Two decades after the first Plasmodium transfection, attempts have been made to disrupt more than 3,151 genes in malaria parasites, across five Plasmodium species. While results from rodent malaria transfections have been curated and systematised, empowering large-scale analysis, phenotypic data from human malaria parasite transfections currently exists as individual reports scattered across a the literature. To facilitate systematic analysis of published experimental genetic data across Plasmodium species, we have built PhenoPlasm ( http://www.phenoplasm.org), a database of phenotypes generated by transfection experiments in all Plasmodium parasites. The site provides a simple interface linking citation-backed Plasmodium reverse-genetic phenotypes to gene IDs. The database has been populated with phenotypic data on 367 P. falciparum genes, curated from 176 individual publications, as well as existing data on rodent Plasmodium species from RMgmDB and PlasmoGEM. This is the first time that all available data on P. falciparum transfection experiments has been brought together in a single place. These data are presented using ortholog mapping to allow a researcher interested in a gene in one species to see results across other Plasmodium species. The collaborative nature of the database enables any researcher to add new phenotypes as they are discovered. As an example of database utility, we use the currently available datasets to identify RAP (RNA-binding domain abundant in Apicomplexa)-domain containing proteins as crucial to parasite survival.",NA,"My PhenoPlasm write-up is now up on @WellcomeOpenRes. Systematised phenotypes for 3,154 Plasmodium genes! (So far..) htt…",PhenoPlasm: a #database populated with phenotypic data on 367 P. falciparum genes #Malaria htt…,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
No evidence for clonal transmission of urogenital carcinoma in California sea lions (Zalophus californianus),10.12688/wellcomeopenres.11483.1,NA,58060de0aee83e94258b4567,2398-502X,Wellcome Open Research,2,8614618,7.1993593070851,3894410,53,4625268,142,8.9483120567376,102,28,40,243602,13.060434448134,106102,54,133862,39,7.4265789473684,28,28,11,Máire Ní Leathlobhair,Frances M.D.  Gulland,Elizabeth P. Murchison,NA,NA,article,21453418,1.5.4,FALSE,8,3,3,1507112166,1.85,1.85,1.85,0.85,0,0,0,0,0,0,0,0,1.85,http://dx.doi.org/10.12688/wellcomeopenres.11483.1,1498886601,1498089600,0,1,0,1,https://badges.altmetric.com/?size=64&score=2&types=tttttttt,https://badges.altmetric.com/?size=100&score=2&types=tttttttt,https://badges.altmetric.com/?size=180&score=2&types=tttttttt,http://www.altmetric.com/details.php?citation_id=21453418,28948233,PMC5527528,We need more studies like this one or we'll never know how widespread is transmissible cancer in the wildlife,No evidence for clonal transmission of urogenital carcinoma in sea lions,New research suggests that urogenital carcinoma is not a transmissible #cancer in California #SeaLions,1,"Urogenital carcinoma is a highly metastatic cancer affecting California sea lions ( Zalophus californianus). The disease has high prevalence amongst stranded animals, and is one of the most commonly observed cancers in wildlife. The genital localisation of primary tumours suggests the possibility that coital transmission of an infectious agent could underlie this disease. Otarine herpesvirus type 1 has been associated with lesions, however a causative role for this virus has not been confirmed. We investigated the possibility that urogenital carcinoma might be clonally transmissible, spread by the direct transfer of cancer cells. Analysis of sequences at the mitochondrial DNA control region in seven matched tumour and host pairs confirmed that tumour genotypes were identical to those of their matched hosts and did not show similarity with tumours from other individuals. Thus our findings suggest that urogenital carcinoma in California sea lions is not clonally transmitted, but rather arises from transformed host cells.",NA,"Study finds no evidence that UGC, one of few “#cancer epidemics” in wildlife, is clonally transmitted in #SeaLions","Common #cancer in Californian #SeaLions found to arise from transformed host cells, rather than transmitted clonally",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
